MCC,MCC Name,EXIOBASE Name,Network,Year,Unit,AD,AE,AF,AG,AI,AL,AM,AN,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,XK,YE,YT,ZA,ZM,ZW
7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (Not Elsewhere Classified)",Hotel and restaurant (services),"Visa, Mastercard",2021,kgCO2e/€,0.1015,0.4633,0.6653,0.4363,0.4363,1.1714,0.6653,0.4363,1.016,0.6653,0.4363,0.6653,0.1034,0.5269,0.4363,1.1714,0.6653,1.1714,0.4363,0.6653,0.1582,1.016,0.2555,0.4633,1.016,1.016,0.4363,0.4363,0.6653,0.4363,0.4363,0.1243,0.4363,0.6653,0.4363,1.016,1.1714,0.4363,0.3114,0.6653,1.016,1.016,1.016,0.1397,1.016,0.6653,0.4363,1.016,0.4976,0.4363,0.4363,0.4363,1.016,0.4363,0.6653,0.3586,0.3774,0.0806,1.016,0.055,0.4363,0.4363,1.016,0.4363,0.5133,0.4633,1.016,1.016,0.104,1.016,0.2437,0.6653,0.4363,0.6653,1.1714,0.1015,1.016,0.1122,0.4363,0.6653,0.4363,1.1714,1.016,0.104,0.4363,1.016,1.016,0.4363,1.016,0.2211,0.4363,0.4363,0.6653,1.016,0.4363,0.4976,0.6653,0.4363,0.1519,0.4363,0.2574,0.0895,0.105,0.4633,1.1714,1.0854,1.016,0.4633,0.4633,1.1714,0.1779,1.1714,0.4363,0.4633,0.1505,1.016,0.6653,0.6653,0.6653,1.016,0.4363,0.6653,0.4772,0.4633,0.4363,0.6653,0.6653,0.4633,0.4363,1.1714,0.6653,1.016,1.016,0.0922,0.3443,0.2281,1.016,1.016,0.1015,1.1714,1.1714,0.4363,1.016,0.6653,1.1714,1.016,0.6653,0.6653,0.4976,0.6653,0.4363,1.016,0.4363,0.2938,1.016,0.6653,1.016,0.027,0.6653,1.016,1.016,0.6653,1.016,0.6653,1.016,0.4363,0.0846,0.1546,0.6653,0.6653,0.6653,0.6653,0.4633,0.4363,0.4363,0.6653,0.6653,0.6653,0.6653,0.1852,0.4363,0.6653,0.4363,0.4633,0.1203,0.6653,0.4363,0.4633,1.016,0.0884,1.1714,0.7576,1.016,0.4633,0.6653,1.016,1.016,0.129,0.6653,1.016,0.2449,1.1714,0.2505,1.016,0.1779,1.016,1.016,0.4363,1.016,1.016,0.4363,0.4363,0.4633,1.016,0.4363,1.016,1.016,1.016,0.6653,0.6653,0.6653,0.6653,0.6653,1.016,0.6653,0.5557,0.4363,0.6653,0.1128,1.016,1.1714,1.016,0.6653,0.0936,0.4363,0.6653,0.1779,0.4363,0.4363,0.4363,0.4363,0.6653,0.6653,0.6653,0.6653,1.1714,0.4633,1.016,0.4456,1.016,1.016
7012,Timeshares,Hotel and restaurant (services),"Visa, Mastercard",2021,kgCO2e/€,0.1015,0.4633,0.6653,0.4363,0.4363,1.1714,0.6653,0.4363,1.016,0.6653,0.4363,0.6653,0.1034,0.5269,0.4363,1.1714,0.6653,1.1714,0.4363,0.6653,0.1582,1.016,0.2555,0.4633,1.016,1.016,0.4363,0.4363,0.6653,0.4363,0.4363,0.1243,0.4363,0.6653,0.4363,1.016,1.1714,0.4363,0.3114,0.6653,1.016,1.016,1.016,0.1397,1.016,0.6653,0.4363,1.016,0.4976,0.4363,0.4363,0.4363,1.016,0.4363,0.6653,0.3586,0.3774,0.0806,1.016,0.055,0.4363,0.4363,1.016,0.4363,0.5133,0.4633,1.016,1.016,0.104,1.016,0.2437,0.6653,0.4363,0.6653,1.1714,0.1015,1.016,0.1122,0.4363,0.6653,0.4363,1.1714,1.016,0.104,0.4363,1.016,1.016,0.4363,1.016,0.2211,0.4363,0.4363,0.6653,1.016,0.4363,0.4976,0.6653,0.4363,0.1519,0.4363,0.2574,0.0895,0.105,0.4633,1.1714,1.0854,1.016,0.4633,0.4633,1.1714,0.1779,1.1714,0.4363,0.4633,0.1505,1.016,0.6653,0.6653,0.6653,1.016,0.4363,0.6653,0.4772,0.4633,0.4363,0.6653,0.6653,0.4633,0.4363,1.1714,0.6653,1.016,1.016,0.0922,0.3443,0.2281,1.016,1.016,0.1015,1.1714,1.1714,0.4363,1.016,0.6653,1.1714,1.016,0.6653,0.6653,0.4976,0.6653,0.4363,1.016,0.4363,0.2938,1.016,0.6653,1.016,0.027,0.6653,1.016,1.016,0.6653,1.016,0.6653,1.016,0.4363,0.0846,0.1546,0.6653,0.6653,0.6653,0.6653,0.4633,0.4363,0.4363,0.6653,0.6653,0.6653,0.6653,0.1852,0.4363,0.6653,0.4363,0.4633,0.1203,0.6653,0.4363,0.4633,1.016,0.0884,1.1714,0.7576,1.016,0.4633,0.6653,1.016,1.016,0.129,0.6653,1.016,0.2449,1.1714,0.2505,1.016,0.1779,1.016,1.016,0.4363,1.016,1.016,0.4363,0.4363,0.4633,1.016,0.4363,1.016,1.016,1.016,0.6653,0.6653,0.6653,0.6653,0.6653,1.016,0.6653,0.5557,0.4363,0.6653,0.1128,1.016,1.1714,1.016,0.6653,0.0936,0.4363,0.6653,0.1779,0.4363,0.4363,0.4363,0.4363,0.6653,0.6653,0.6653,0.6653,1.1714,0.4633,1.016,0.4456,1.016,1.016
7032,Sporting and Recreational Camps,Recreational/cultural and sporting services,"Visa, Mastercard",2021,kgCO2e/€,0.176,0.5389,0.5497,0.3704,0.3704,0.947,0.5497,0.3704,1.863,0.5497,0.3704,0.5497,0.095,0.1928,0.3704,0.947,0.5497,0.947,0.3704,0.5497,0.0973,1.863,0.2108,0.5389,1.863,1.863,0.3704,0.3704,0.5497,0.3704,0.3704,,0.3704,0.5497,0.3704,1.863,0.947,0.3704,0.4186,0.5497,1.863,1.863,1.863,0.0751,1.863,0.5497,0.3704,1.863,0.587,0.3704,0.3704,0.3704,1.863,0.3704,0.5497,0.2863,0.2362,0.1404,1.863,0.0754,0.3704,0.3704,1.863,0.3704,0.2981,0.5389,1.863,1.863,0.1499,1.863,0.1632,0.5497,0.3704,0.5497,0.947,0.176,1.863,0.0812,0.3704,0.5497,0.3704,0.947,1.863,0.1499,0.3704,1.863,1.863,0.3704,1.863,0.8183,0.3704,0.3704,0.5497,1.863,0.3704,0.587,0.5497,0.3704,0.2362,0.3704,0.2256,0.485,0.1146,0.5389,0.947,0.4292,1.863,0.5389,0.5389,0.947,0.138,0.947,0.3704,0.5389,0.1753,1.863,0.5497,0.5497,0.5497,1.863,0.3704,0.5497,0.3377,0.5389,0.3704,0.5497,0.5497,0.5389,0.3704,0.947,0.5497,1.863,1.863,0.4331,0.1014,0.1463,1.863,1.863,0.176,0.947,0.947,0.3704,1.863,0.5497,0.947,1.863,0.5497,0.5497,0.587,0.5497,0.3704,1.863,0.3704,0.3475,1.863,0.5497,1.863,0.3475,0.5497,1.863,1.863,0.5497,1.863,0.5497,1.863,0.3704,0.1181,0.1472,0.5497,0.5497,0.5497,0.5497,0.5389,0.3704,0.3704,0.5497,0.5497,0.5497,0.5497,0.2373,0.3704,0.5497,0.3704,0.5389,0.184,0.5497,0.3704,0.5389,1.863,,0.947,1.5642,1.863,0.5389,0.5497,1.863,1.863,0.0842,0.5497,1.863,0.2105,0.947,0.1554,1.863,0.138,1.863,1.863,0.3704,1.863,1.863,0.3704,0.3704,0.5389,1.863,0.3704,1.863,1.863,1.863,0.5497,0.5497,0.5497,0.5497,0.5497,1.863,0.5497,0.3644,0.3704,0.5497,0.3076,1.863,0.947,1.863,0.5497,0.1025,0.3704,0.5497,0.138,0.3704,0.3704,0.3704,0.3704,0.5497,0.5497,0.5497,0.5497,0.947,0.5389,1.863,0.8559,1.863,1.863
7033,Trailer Parks and Campgrounds,Recreational/cultural and sporting services,"Visa, Mastercard",2021,kgCO2e/€,0.176,0.5389,0.5497,0.3704,0.3704,0.947,0.5497,0.3704,1.863,0.5497,0.3704,0.5497,0.095,0.1928,0.3704,0.947,0.5497,0.947,0.3704,0.5497,0.0973,1.863,0.2108,0.5389,1.863,1.863,0.3704,0.3704,0.5497,0.3704,0.3704,,0.3704,0.5497,0.3704,1.863,0.947,0.3704,0.4186,0.5497,1.863,1.863,1.863,0.0751,1.863,0.5497,0.3704,1.863,0.587,0.3704,0.3704,0.3704,1.863,0.3704,0.5497,0.2863,0.2362,0.1404,1.863,0.0754,0.3704,0.3704,1.863,0.3704,0.2981,0.5389,1.863,1.863,0.1499,1.863,0.1632,0.5497,0.3704,0.5497,0.947,0.176,1.863,0.0812,0.3704,0.5497,0.3704,0.947,1.863,0.1499,0.3704,1.863,1.863,0.3704,1.863,0.8183,0.3704,0.3704,0.5497,1.863,0.3704,0.587,0.5497,0.3704,0.2362,0.3704,0.2256,0.485,0.1146,0.5389,0.947,0.4292,1.863,0.5389,0.5389,0.947,0.138,0.947,0.3704,0.5389,0.1753,1.863,0.5497,0.5497,0.5497,1.863,0.3704,0.5497,0.3377,0.5389,0.3704,0.5497,0.5497,0.5389,0.3704,0.947,0.5497,1.863,1.863,0.4331,0.1014,0.1463,1.863,1.863,0.176,0.947,0.947,0.3704,1.863,0.5497,0.947,1.863,0.5497,0.5497,0.587,0.5497,0.3704,1.863,0.3704,0.3475,1.863,0.5497,1.863,0.3475,0.5497,1.863,1.863,0.5497,1.863,0.5497,1.863,0.3704,0.1181,0.1472,0.5497,0.5497,0.5497,0.5497,0.5389,0.3704,0.3704,0.5497,0.5497,0.5497,0.5497,0.2373,0.3704,0.5497,0.3704,0.5389,0.184,0.5497,0.3704,0.5389,1.863,,0.947,1.5642,1.863,0.5389,0.5497,1.863,1.863,0.0842,0.5497,1.863,0.2105,0.947,0.1554,1.863,0.138,1.863,1.863,0.3704,1.863,1.863,0.3704,0.3704,0.5389,1.863,0.3704,1.863,1.863,1.863,0.5497,0.5497,0.5497,0.5497,0.5497,1.863,0.5497,0.3644,0.3704,0.5497,0.3076,1.863,0.947,1.863,0.5497,0.1025,0.3704,0.5497,0.138,0.3704,0.3704,0.3704,0.3704,0.5497,0.5497,0.5497,0.5497,0.947,0.5389,1.863,0.8559,1.863,1.863
7210,"Laundry, Cleaning, and Garment Services",Other services (not elsewhere specified),"Visa, Mastercard",2021,kgCO2e/€,0.0614,0.7065,0.4405,0.3279,0.3279,1.457,0.4405,0.3279,1.4577,0.4405,0.3279,0.4405,0.0945,0.2066,0.3279,1.457,0.4405,1.457,0.3279,0.4405,0.2153,1.4577,0.2988,0.7065,1.4577,1.4577,0.3279,0.3279,0.4405,0.3279,0.3279,,0.3279,0.4405,0.3279,1.4577,1.457,0.3279,0.164,0.4405,1.4577,1.4577,1.4577,0.0686,1.4577,0.4405,0.3279,1.4577,0.6063,0.3279,0.3279,0.3279,1.4577,0.3279,0.4405,0.4041,0.2954,0.1465,1.4577,0.0952,0.3279,0.3279,1.4577,0.3279,0.5559,0.7065,1.4577,1.4577,0.1617,1.4577,0.2343,0.4405,0.3279,0.4405,1.457,0.0614,1.4577,0.0724,0.3279,0.4405,0.3279,1.457,1.4577,0.1617,0.3279,1.4577,1.4577,0.3279,1.4577,0.0921,0.3279,0.3279,0.4405,1.4577,0.3279,0.6063,0.4405,0.3279,0.3313,0.3279,0.2237,0.6602,0.175,0.7065,1.457,0.4769,1.4577,0.7065,0.7065,1.457,0.2524,1.457,0.3279,0.7065,0.2134,1.4577,0.4405,0.4405,0.4405,1.4577,0.3279,0.4405,0.4965,0.7065,0.3279,0.4405,0.4405,0.7065,0.3279,1.457,0.4405,1.4577,1.4577,0.3391,0.1197,0.2287,1.4577,1.4577,0.0614,1.457,1.457,0.3279,1.4577,0.4405,1.457,1.4577,0.4405,0.4405,0.6063,0.4405,0.3279,1.4577,0.3279,0.2774,1.4577,0.4405,1.4577,0.3828,0.4405,1.4577,1.4577,0.4405,1.4577,0.4405,1.4577,0.3279,0.0853,0.3086,0.4405,0.4405,0.4405,0.4405,0.7065,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,0.5963,0.3279,0.4405,0.3279,0.7065,0.2311,0.4405,0.3279,0.7065,1.4577,,1.457,0.2769,1.4577,0.7065,0.4405,1.4577,1.4577,0.1137,0.4405,1.4577,0.2598,1.457,0.2298,1.4577,0.2524,1.4577,1.4577,0.3279,1.4577,1.4577,0.3279,0.3279,0.7065,1.4577,0.3279,1.4577,1.4577,1.4577,0.4405,0.4405,0.4405,0.4405,0.4405,1.4577,0.4405,1.1111,0.3279,0.4405,0.4203,1.4577,1.457,1.4577,0.4405,0.1926,0.3279,0.4405,0.2524,0.3279,0.3279,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,1.457,0.7065,1.4577,0.7748,1.4577,1.4577
7211,Laundries – Family and Commercial,Other services (not elsewhere specified),"Visa, Mastercard",2021,kgCO2e/€,0.0614,0.7065,0.4405,0.3279,0.3279,1.457,0.4405,0.3279,1.4577,0.4405,0.3279,0.4405,0.0945,0.2066,0.3279,1.457,0.4405,1.457,0.3279,0.4405,0.2153,1.4577,0.2988,0.7065,1.4577,1.4577,0.3279,0.3279,0.4405,0.3279,0.3279,,0.3279,0.4405,0.3279,1.4577,1.457,0.3279,0.164,0.4405,1.4577,1.4577,1.4577,0.0686,1.4577,0.4405,0.3279,1.4577,0.6063,0.3279,0.3279,0.3279,1.4577,0.3279,0.4405,0.4041,0.2954,0.1465,1.4577,0.0952,0.3279,0.3279,1.4577,0.3279,0.5559,0.7065,1.4577,1.4577,0.1617,1.4577,0.2343,0.4405,0.3279,0.4405,1.457,0.0614,1.4577,0.0724,0.3279,0.4405,0.3279,1.457,1.4577,0.1617,0.3279,1.4577,1.4577,0.3279,1.4577,0.0921,0.3279,0.3279,0.4405,1.4577,0.3279,0.6063,0.4405,0.3279,0.3313,0.3279,0.2237,0.6602,0.175,0.7065,1.457,0.4769,1.4577,0.7065,0.7065,1.457,0.2524,1.457,0.3279,0.7065,0.2134,1.4577,0.4405,0.4405,0.4405,1.4577,0.3279,0.4405,0.4965,0.7065,0.3279,0.4405,0.4405,0.7065,0.3279,1.457,0.4405,1.4577,1.4577,0.3391,0.1197,0.2287,1.4577,1.4577,0.0614,1.457,1.457,0.3279,1.4577,0.4405,1.457,1.4577,0.4405,0.4405,0.6063,0.4405,0.3279,1.4577,0.3279,0.2774,1.4577,0.4405,1.4577,0.3828,0.4405,1.4577,1.4577,0.4405,1.4577,0.4405,1.4577,0.3279,0.0853,0.3086,0.4405,0.4405,0.4405,0.4405,0.7065,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,0.5963,0.3279,0.4405,0.3279,0.7065,0.2311,0.4405,0.3279,0.7065,1.4577,,1.457,0.2769,1.4577,0.7065,0.4405,1.4577,1.4577,0.1137,0.4405,1.4577,0.2598,1.457,0.2298,1.4577,0.2524,1.4577,1.4577,0.3279,1.4577,1.4577,0.3279,0.3279,0.7065,1.4577,0.3279,1.4577,1.4577,1.4577,0.4405,0.4405,0.4405,0.4405,0.4405,1.4577,0.4405,1.1111,0.3279,0.4405,0.4203,1.4577,1.457,1.4577,0.4405,0.1926,0.3279,0.4405,0.2524,0.3279,0.3279,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,1.457,0.7065,1.4577,0.7748,1.4577,1.4577
7216,Dry Cleaners,Other services (not elsewhere specified),"Visa, Mastercard",2021,kgCO2e/€,0.0614,0.7065,0.4405,0.3279,0.3279,1.457,0.4405,0.3279,1.4577,0.4405,0.3279,0.4405,0.0945,0.2066,0.3279,1.457,0.4405,1.457,0.3279,0.4405,0.2153,1.4577,0.2988,0.7065,1.4577,1.4577,0.3279,0.3279,0.4405,0.3279,0.3279,,0.3279,0.4405,0.3279,1.4577,1.457,0.3279,0.164,0.4405,1.4577,1.4577,1.4577,0.0686,1.4577,0.4405,0.3279,1.4577,0.6063,0.3279,0.3279,0.3279,1.4577,0.3279,0.4405,0.4041,0.2954,0.1465,1.4577,0.0952,0.3279,0.3279,1.4577,0.3279,0.5559,0.7065,1.4577,1.4577,0.1617,1.4577,0.2343,0.4405,0.3279,0.4405,1.457,0.0614,1.4577,0.0724,0.3279,0.4405,0.3279,1.457,1.4577,0.1617,0.3279,1.4577,1.4577,0.3279,1.4577,0.0921,0.3279,0.3279,0.4405,1.4577,0.3279,0.6063,0.4405,0.3279,0.3313,0.3279,0.2237,0.6602,0.175,0.7065,1.457,0.4769,1.4577,0.7065,0.7065,1.457,0.2524,1.457,0.3279,0.7065,0.2134,1.4577,0.4405,0.4405,0.4405,1.4577,0.3279,0.4405,0.4965,0.7065,0.3279,0.4405,0.4405,0.7065,0.3279,1.457,0.4405,1.4577,1.4577,0.3391,0.1197,0.2287,1.4577,1.4577,0.0614,1.457,1.457,0.3279,1.4577,0.4405,1.457,1.4577,0.4405,0.4405,0.6063,0.4405,0.3279,1.4577,0.3279,0.2774,1.4577,0.4405,1.4577,0.3828,0.4405,1.4577,1.4577,0.4405,1.4577,0.4405,1.4577,0.3279,0.0853,0.3086,0.4405,0.4405,0.4405,0.4405,0.7065,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,0.5963,0.3279,0.4405,0.3279,0.7065,0.2311,0.4405,0.3279,0.7065,1.4577,,1.457,0.2769,1.4577,0.7065,0.4405,1.4577,1.4577,0.1137,0.4405,1.4577,0.2598,1.457,0.2298,1.4577,0.2524,1.4577,1.4577,0.3279,1.4577,1.4577,0.3279,0.3279,0.7065,1.4577,0.3279,1.4577,1.4577,1.4577,0.4405,0.4405,0.4405,0.4405,0.4405,1.4577,0.4405,1.1111,0.3279,0.4405,0.4203,1.4577,1.457,1.4577,0.4405,0.1926,0.3279,0.4405,0.2524,0.3279,0.3279,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,1.457,0.7065,1.4577,0.7748,1.4577,1.4577
7217,Carpet and Upholstery Cleaning,Other services (not elsewhere specified),"Visa, Mastercard",2021,kgCO2e/€,0.0614,0.7065,0.4405,0.3279,0.3279,1.457,0.4405,0.3279,1.4577,0.4405,0.3279,0.4405,0.0945,0.2066,0.3279,1.457,0.4405,1.457,0.3279,0.4405,0.2153,1.4577,0.2988,0.7065,1.4577,1.4577,0.3279,0.3279,0.4405,0.3279,0.3279,,0.3279,0.4405,0.3279,1.4577,1.457,0.3279,0.164,0.4405,1.4577,1.4577,1.4577,0.0686,1.4577,0.4405,0.3279,1.4577,0.6063,0.3279,0.3279,0.3279,1.4577,0.3279,0.4405,0.4041,0.2954,0.1465,1.4577,0.0952,0.3279,0.3279,1.4577,0.3279,0.5559,0.7065,1.4577,1.4577,0.1617,1.4577,0.2343,0.4405,0.3279,0.4405,1.457,0.0614,1.4577,0.0724,0.3279,0.4405,0.3279,1.457,1.4577,0.1617,0.3279,1.4577,1.4577,0.3279,1.4577,0.0921,0.3279,0.3279,0.4405,1.4577,0.3279,0.6063,0.4405,0.3279,0.3313,0.3279,0.2237,0.6602,0.175,0.7065,1.457,0.4769,1.4577,0.7065,0.7065,1.457,0.2524,1.457,0.3279,0.7065,0.2134,1.4577,0.4405,0.4405,0.4405,1.4577,0.3279,0.4405,0.4965,0.7065,0.3279,0.4405,0.4405,0.7065,0.3279,1.457,0.4405,1.4577,1.4577,0.3391,0.1197,0.2287,1.4577,1.4577,0.0614,1.457,1.457,0.3279,1.4577,0.4405,1.457,1.4577,0.4405,0.4405,0.6063,0.4405,0.3279,1.4577,0.3279,0.2774,1.4577,0.4405,1.4577,0.3828,0.4405,1.4577,1.4577,0.4405,1.4577,0.4405,1.4577,0.3279,0.0853,0.3086,0.4405,0.4405,0.4405,0.4405,0.7065,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,0.5963,0.3279,0.4405,0.3279,0.7065,0.2311,0.4405,0.3279,0.7065,1.4577,,1.457,0.2769,1.4577,0.7065,0.4405,1.4577,1.4577,0.1137,0.4405,1.4577,0.2598,1.457,0.2298,1.4577,0.2524,1.4577,1.4577,0.3279,1.4577,1.4577,0.3279,0.3279,0.7065,1.4577,0.3279,1.4577,1.4577,1.4577,0.4405,0.4405,0.4405,0.4405,0.4405,1.4577,0.4405,1.1111,0.3279,0.4405,0.4203,1.4577,1.457,1.4577,0.4405,0.1926,0.3279,0.4405,0.2524,0.3279,0.3279,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,1.457,0.7065,1.4577,0.7748,1.4577,1.4577
7221,Photographic Studios,Other services (not elsewhere specified),"Visa, Mastercard",2021,kgCO2e/€,0.0614,0.7065,0.4405,0.3279,0.3279,1.457,0.4405,0.3279,1.4577,0.4405,0.3279,0.4405,0.0945,0.2066,0.3279,1.457,0.4405,1.457,0.3279,0.4405,0.2153,1.4577,0.2988,0.7065,1.4577,1.4577,0.3279,0.3279,0.4405,0.3279,0.3279,,0.3279,0.4405,0.3279,1.4577,1.457,0.3279,0.164,0.4405,1.4577,1.4577,1.4577,0.0686,1.4577,0.4405,0.3279,1.4577,0.6063,0.3279,0.3279,0.3279,1.4577,0.3279,0.4405,0.4041,0.2954,0.1465,1.4577,0.0952,0.3279,0.3279,1.4577,0.3279,0.5559,0.7065,1.4577,1.4577,0.1617,1.4577,0.2343,0.4405,0.3279,0.4405,1.457,0.0614,1.4577,0.0724,0.3279,0.4405,0.3279,1.457,1.4577,0.1617,0.3279,1.4577,1.4577,0.3279,1.4577,0.0921,0.3279,0.3279,0.4405,1.4577,0.3279,0.6063,0.4405,0.3279,0.3313,0.3279,0.2237,0.6602,0.175,0.7065,1.457,0.4769,1.4577,0.7065,0.7065,1.457,0.2524,1.457,0.3279,0.7065,0.2134,1.4577,0.4405,0.4405,0.4405,1.4577,0.3279,0.4405,0.4965,0.7065,0.3279,0.4405,0.4405,0.7065,0.3279,1.457,0.4405,1.4577,1.4577,0.3391,0.1197,0.2287,1.4577,1.4577,0.0614,1.457,1.457,0.3279,1.4577,0.4405,1.457,1.4577,0.4405,0.4405,0.6063,0.4405,0.3279,1.4577,0.3279,0.2774,1.4577,0.4405,1.4577,0.3828,0.4405,1.4577,1.4577,0.4405,1.4577,0.4405,1.4577,0.3279,0.0853,0.3086,0.4405,0.4405,0.4405,0.4405,0.7065,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,0.5963,0.3279,0.4405,0.3279,0.7065,0.2311,0.4405,0.3279,0.7065,1.4577,,1.457,0.2769,1.4577,0.7065,0.4405,1.4577,1.4577,0.1137,0.4405,1.4577,0.2598,1.457,0.2298,1.4577,0.2524,1.4577,1.4577,0.3279,1.4577,1.4577,0.3279,0.3279,0.7065,1.4577,0.3279,1.4577,1.4577,1.4577,0.4405,0.4405,0.4405,0.4405,0.4405,1.4577,0.4405,1.1111,0.3279,0.4405,0.4203,1.4577,1.457,1.4577,0.4405,0.1926,0.3279,0.4405,0.2524,0.3279,0.3279,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,1.457,0.7065,1.4577,0.7748,1.4577,1.4577
7230,Beauty and Barber Shops,Other services (not elsewhere specified),"Visa, Mastercard",2021,kgCO2e/€,0.0614,0.7065,0.4405,0.3279,0.3279,1.457,0.4405,0.3279,1.4577,0.4405,0.3279,0.4405,0.0945,0.2066,0.3279,1.457,0.4405,1.457,0.3279,0.4405,0.2153,1.4577,0.2988,0.7065,1.4577,1.4577,0.3279,0.3279,0.4405,0.3279,0.3279,,0.3279,0.4405,0.3279,1.4577,1.457,0.3279,0.164,0.4405,1.4577,1.4577,1.4577,0.0686,1.4577,0.4405,0.3279,1.4577,0.6063,0.3279,0.3279,0.3279,1.4577,0.3279,0.4405,0.4041,0.2954,0.1465,1.4577,0.0952,0.3279,0.3279,1.4577,0.3279,0.5559,0.7065,1.4577,1.4577,0.1617,1.4577,0.2343,0.4405,0.3279,0.4405,1.457,0.0614,1.4577,0.0724,0.3279,0.4405,0.3279,1.457,1.4577,0.1617,0.3279,1.4577,1.4577,0.3279,1.4577,0.0921,0.3279,0.3279,0.4405,1.4577,0.3279,0.6063,0.4405,0.3279,0.3313,0.3279,0.2237,0.6602,0.175,0.7065,1.457,0.4769,1.4577,0.7065,0.7065,1.457,0.2524,1.457,0.3279,0.7065,0.2134,1.4577,0.4405,0.4405,0.4405,1.4577,0.3279,0.4405,0.4965,0.7065,0.3279,0.4405,0.4405,0.7065,0.3279,1.457,0.4405,1.4577,1.4577,0.3391,0.1197,0.2287,1.4577,1.4577,0.0614,1.457,1.457,0.3279,1.4577,0.4405,1.457,1.4577,0.4405,0.4405,0.6063,0.4405,0.3279,1.4577,0.3279,0.2774,1.4577,0.4405,1.4577,0.3828,0.4405,1.4577,1.4577,0.4405,1.4577,0.4405,1.4577,0.3279,0.0853,0.3086,0.4405,0.4405,0.4405,0.4405,0.7065,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,0.5963,0.3279,0.4405,0.3279,0.7065,0.2311,0.4405,0.3279,0.7065,1.4577,,1.457,0.2769,1.4577,0.7065,0.4405,1.4577,1.4577,0.1137,0.4405,1.4577,0.2598,1.457,0.2298,1.4577,0.2524,1.4577,1.4577,0.3279,1.4577,1.4577,0.3279,0.3279,0.7065,1.4577,0.3279,1.4577,1.4577,1.4577,0.4405,0.4405,0.4405,0.4405,0.4405,1.4577,0.4405,1.1111,0.3279,0.4405,0.4203,1.4577,1.457,1.4577,0.4405,0.1926,0.3279,0.4405,0.2524,0.3279,0.3279,0.3279,0.3279,0.4405,0.4405,0.4405,0.4405,1.457,0.7065,1.4577,0.7748,1.4577,1.4577
