NACE Code,NACE Name,EXIOBASE Code,EXIOBASE Name,Year,Unit,AD,AE,AF,AG,AI,AL,AM,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,YE,YT,ZA,ZM,ZW
7722,Renting of video tapes and disks,p71,Renting services of machinery and equipment without operator and of personal and household goods (71),2019,tCO2e/M€,94.26,3104.90,2740.37,1221.75,1221.75,,2740.37,10200.27,2740.37,1221.75,2740.37,156.86,616.78,1221.75,,2740.37,,1221.75,2740.37,377.28,10200.27,1047.90,3104.90,10200.27,10200.27,1221.75,1221.75,2740.37,1221.75,1221.75,83.46,1221.75,2740.37,1221.75,10200.27,,1221.75,489.94,2740.37,10200.27,10200.27,10200.27,211.82,10200.27,2740.37,1221.75,10200.27,157.47,1221.75,1221.75,1221.75,10200.27,1221.75,2740.37,370.62,337.20,60.81,10200.27,175.19,1221.75,1221.75,10200.27,1221.75,372.02,3104.90,10200.27,10200.27,178.23,10200.27,391.29,2740.37,1221.75,2740.37,,94.26,10200.27,107.47,1221.75,2740.37,1221.75,,10200.27,178.23,1221.75,10200.27,10200.27,1221.75,10200.27,,1221.75,1221.75,2740.37,10200.27,1221.75,157.47,2740.37,1221.75,263.20,1221.75,402.70,,342.14,3104.90,,83.46,10200.27,3104.90,3104.90,,269.52,,1221.75,3104.90,114.58,10200.27,2740.37,2740.37,2740.37,10200.27,1221.75,2740.37,754.64,3104.90,1221.75,2740.37,2740.37,3104.90,1221.75,211.82,2740.37,10200.27,10200.27,426.96,224.78,535.81,10200.27,10200.27,94.26,,,1221.75,10200.27,2740.37,,10200.27,2740.37,2740.37,157.47,2740.37,1221.75,10200.27,1221.75,402.86,10200.27,2740.37,10200.27,,2740.37,10200.27,10200.27,2740.37,10200.27,2740.37,10200.27,1221.75,360.33,106.65,2740.37,2740.37,2740.37,2740.37,3104.90,1221.75,1221.75,2740.37,2740.37,2740.37,2740.37,497.94,1221.75,2740.37,1221.75,3104.90,356.04,2740.37,1221.75,3104.90,10200.27,234.64,,83.46,10200.27,3104.90,2740.37,10200.27,10200.27,122.05,2740.37,10200.27,685.61,,918.91,10200.27,269.52,10200.27,10200.27,1221.75,10200.27,10200.27,1221.75,1221.75,3104.90,10200.27,1221.75,10200.27,10200.27,10200.27,2740.37,2740.37,2740.37,2740.37,2740.37,10200.27,2740.37,260.14,1221.75,2740.37,,10200.27,,10200.27,2740.37,468.08,1221.75,2740.37,269.52,1221.75,1221.75,1221.75,1221.75,2740.37,2740.37,2740.37,2740.37,3104.90,10200.27,,10200.27,10200.27
7729,Renting and leasing of other personal and household goods,p71,Renting services of machinery and equipment without operator and of personal and household goods (71),2019,tCO2e/M€,94.26,3104.90,2740.37,1221.75,1221.75,,2740.37,10200.27,2740.37,1221.75,2740.37,156.86,616.78,1221.75,,2740.37,,1221.75,2740.37,377.28,10200.27,1047.90,3104.90,10200.27,10200.27,1221.75,1221.75,2740.37,1221.75,1221.75,83.46,1221.75,2740.37,1221.75,10200.27,,1221.75,489.94,2740.37,10200.27,10200.27,10200.27,211.82,10200.27,2740.37,1221.75,10200.27,157.47,1221.75,1221.75,1221.75,10200.27,1221.75,2740.37,370.62,337.20,60.81,10200.27,175.19,1221.75,1221.75,10200.27,1221.75,372.02,3104.90,10200.27,10200.27,178.23,10200.27,391.29,2740.37,1221.75,2740.37,,94.26,10200.27,107.47,1221.75,2740.37,1221.75,,10200.27,178.23,1221.75,10200.27,10200.27,1221.75,10200.27,,1221.75,1221.75,2740.37,10200.27,1221.75,157.47,2740.37,1221.75,263.20,1221.75,402.70,,342.14,3104.90,,83.46,10200.27,3104.90,3104.90,,269.52,,1221.75,3104.90,114.58,10200.27,2740.37,2740.37,2740.37,10200.27,1221.75,2740.37,754.64,3104.90,1221.75,2740.37,2740.37,3104.90,1221.75,211.82,2740.37,10200.27,10200.27,426.96,224.78,535.81,10200.27,10200.27,94.26,,,1221.75,10200.27,2740.37,,10200.27,2740.37,2740.37,157.47,2740.37,1221.75,10200.27,1221.75,402.86,10200.27,2740.37,10200.27,,2740.37,10200.27,10200.27,2740.37,10200.27,2740.37,10200.27,1221.75,360.33,106.65,2740.37,2740.37,2740.37,2740.37,3104.90,1221.75,1221.75,2740.37,2740.37,2740.37,2740.37,497.94,1221.75,2740.37,1221.75,3104.90,356.04,2740.37,1221.75,3104.90,10200.27,234.64,,83.46,10200.27,3104.90,2740.37,10200.27,10200.27,122.05,2740.37,10200.27,685.61,,918.91,10200.27,269.52,10200.27,10200.27,1221.75,10200.27,10200.27,1221.75,1221.75,3104.90,10200.27,1221.75,10200.27,10200.27,10200.27,2740.37,2740.37,2740.37,2740.37,2740.37,10200.27,2740.37,260.14,1221.75,2740.37,,10200.27,,10200.27,2740.37,468.08,1221.75,2740.37,269.52,1221.75,1221.75,1221.75,1221.75,2740.37,2740.37,2740.37,2740.37,3104.90,10200.27,,10200.27,10200.27
7731,Renting and leasing of agricultural machinery and equipment,p71,Renting services of machinery and equipment without operator and of personal and household goods (71),2019,tCO2e/M€,94.26,3104.90,2740.37,1221.75,1221.75,,2740.37,10200.27,2740.37,1221.75,2740.37,156.86,616.78,1221.75,,2740.37,,1221.75,2740.37,377.28,10200.27,1047.90,3104.90,10200.27,10200.27,1221.75,1221.75,2740.37,1221.75,1221.75,83.46,1221.75,2740.37,1221.75,10200.27,,1221.75,489.94,2740.37,10200.27,10200.27,10200.27,211.82,10200.27,2740.37,1221.75,10200.27,157.47,1221.75,1221.75,1221.75,10200.27,1221.75,2740.37,370.62,337.20,60.81,10200.27,175.19,1221.75,1221.75,10200.27,1221.75,372.02,3104.90,10200.27,10200.27,178.23,10200.27,391.29,2740.37,1221.75,2740.37,,94.26,10200.27,107.47,1221.75,2740.37,1221.75,,10200.27,178.23,1221.75,10200.27,10200.27,1221.75,10200.27,,1221.75,1221.75,2740.37,10200.27,1221.75,157.47,2740.37,1221.75,263.20,1221.75,402.70,,342.14,3104.90,,83.46,10200.27,3104.90,3104.90,,269.52,,1221.75,3104.90,114.58,10200.27,2740.37,2740.37,2740.37,10200.27,1221.75,2740.37,754.64,3104.90,1221.75,2740.37,2740.37,3104.90,1221.75,211.82,2740.37,10200.27,10200.27,426.96,224.78,535.81,10200.27,10200.27,94.26,,,1221.75,10200.27,2740.37,,10200.27,2740.37,2740.37,157.47,2740.37,1221.75,10200.27,1221.75,402.86,10200.27,2740.37,10200.27,,2740.37,10200.27,10200.27,2740.37,10200.27,2740.37,10200.27,1221.75,360.33,106.65,2740.37,2740.37,2740.37,2740.37,3104.90,1221.75,1221.75,2740.37,2740.37,2740.37,2740.37,497.94,1221.75,2740.37,1221.75,3104.90,356.04,2740.37,1221.75,3104.90,10200.27,234.64,,83.46,10200.27,3104.90,2740.37,10200.27,10200.27,122.05,2740.37,10200.27,685.61,,918.91,10200.27,269.52,10200.27,10200.27,1221.75,10200.27,10200.27,1221.75,1221.75,3104.90,10200.27,1221.75,10200.27,10200.27,10200.27,2740.37,2740.37,2740.37,2740.37,2740.37,10200.27,2740.37,260.14,1221.75,2740.37,,10200.27,,10200.27,2740.37,468.08,1221.75,2740.37,269.52,1221.75,1221.75,1221.75,1221.75,2740.37,2740.37,2740.37,2740.37,3104.90,10200.27,,10200.27,10200.27
7732,Renting and leasing of construction and civil engineering machinery and equipment,p71,Renting services of machinery and equipment without operator and of personal and household goods (71),2019,tCO2e/M€,94.26,3104.90,2740.37,1221.75,1221.75,,2740.37,10200.27,2740.37,1221.75,2740.37,156.86,616.78,1221.75,,2740.37,,1221.75,2740.37,377.28,10200.27,1047.90,3104.90,10200.27,10200.27,1221.75,1221.75,2740.37,1221.75,1221.75,83.46,1221.75,2740.37,1221.75,10200.27,,1221.75,489.94,2740.37,10200.27,10200.27,10200.27,211.82,10200.27,2740.37,1221.75,10200.27,157.47,1221.75,1221.75,1221.75,10200.27,1221.75,2740.37,370.62,337.20,60.81,10200.27,175.19,1221.75,1221.75,10200.27,1221.75,372.02,3104.90,10200.27,10200.27,178.23,10200.27,391.29,2740.37,1221.75,2740.37,,94.26,10200.27,107.47,1221.75,2740.37,1221.75,,10200.27,178.23,1221.75,10200.27,10200.27,1221.75,10200.27,,1221.75,1221.75,2740.37,10200.27,1221.75,157.47,2740.37,1221.75,263.20,1221.75,402.70,,342.14,3104.90,,83.46,10200.27,3104.90,3104.90,,269.52,,1221.75,3104.90,114.58,10200.27,2740.37,2740.37,2740.37,10200.27,1221.75,2740.37,754.64,3104.90,1221.75,2740.37,2740.37,3104.90,1221.75,211.82,2740.37,10200.27,10200.27,426.96,224.78,535.81,10200.27,10200.27,94.26,,,1221.75,10200.27,2740.37,,10200.27,2740.37,2740.37,157.47,2740.37,1221.75,10200.27,1221.75,402.86,10200.27,2740.37,10200.27,,2740.37,10200.27,10200.27,2740.37,10200.27,2740.37,10200.27,1221.75,360.33,106.65,2740.37,2740.37,2740.37,2740.37,3104.90,1221.75,1221.75,2740.37,2740.37,2740.37,2740.37,497.94,1221.75,2740.37,1221.75,3104.90,356.04,2740.37,1221.75,3104.90,10200.27,234.64,,83.46,10200.27,3104.90,2740.37,10200.27,10200.27,122.05,2740.37,10200.27,685.61,,918.91,10200.27,269.52,10200.27,10200.27,1221.75,10200.27,10200.27,1221.75,1221.75,3104.90,10200.27,1221.75,10200.27,10200.27,10200.27,2740.37,2740.37,2740.37,2740.37,2740.37,10200.27,2740.37,260.14,1221.75,2740.37,,10200.27,,10200.27,2740.37,468.08,1221.75,2740.37,269.52,1221.75,1221.75,1221.75,1221.75,2740.37,2740.37,2740.37,2740.37,3104.90,10200.27,,10200.27,10200.27
7733,Renting and leasing of office machinery and equipment (including computers),p71,Renting services of machinery and equipment without operator and of personal and household goods (71),2019,tCO2e/M€,94.26,3104.90,2740.37,1221.75,1221.75,,2740.37,10200.27,2740.37,1221.75,2740.37,156.86,616.78,1221.75,,2740.37,,1221.75,2740.37,377.28,10200.27,1047.90,3104.90,10200.27,10200.27,1221.75,1221.75,2740.37,1221.75,1221.75,83.46,1221.75,2740.37,1221.75,10200.27,,1221.75,489.94,2740.37,10200.27,10200.27,10200.27,211.82,10200.27,2740.37,1221.75,10200.27,157.47,1221.75,1221.75,1221.75,10200.27,1221.75,2740.37,370.62,337.20,60.81,10200.27,175.19,1221.75,1221.75,10200.27,1221.75,372.02,3104.90,10200.27,10200.27,178.23,10200.27,391.29,2740.37,1221.75,2740.37,,94.26,10200.27,107.47,1221.75,2740.37,1221.75,,10200.27,178.23,1221.75,10200.27,10200.27,1221.75,10200.27,,1221.75,1221.75,2740.37,10200.27,1221.75,157.47,2740.37,1221.75,263.20,1221.75,402.70,,342.14,3104.90,,83.46,10200.27,3104.90,3104.90,,269.52,,1221.75,3104.90,114.58,10200.27,2740.37,2740.37,2740.37,10200.27,1221.75,2740.37,754.64,3104.90,1221.75,2740.37,2740.37,3104.90,1221.75,211.82,2740.37,10200.27,10200.27,426.96,224.78,535.81,10200.27,10200.27,94.26,,,1221.75,10200.27,2740.37,,10200.27,2740.37,2740.37,157.47,2740.37,1221.75,10200.27,1221.75,402.86,10200.27,2740.37,10200.27,,2740.37,10200.27,10200.27,2740.37,10200.27,2740.37,10200.27,1221.75,360.33,106.65,2740.37,2740.37,2740.37,2740.37,3104.90,1221.75,1221.75,2740.37,2740.37,2740.37,2740.37,497.94,1221.75,2740.37,1221.75,3104.90,356.04,2740.37,1221.75,3104.90,10200.27,234.64,,83.46,10200.27,3104.90,2740.37,10200.27,10200.27,122.05,2740.37,10200.27,685.61,,918.91,10200.27,269.52,10200.27,10200.27,1221.75,10200.27,10200.27,1221.75,1221.75,3104.90,10200.27,1221.75,10200.27,10200.27,10200.27,2740.37,2740.37,2740.37,2740.37,2740.37,10200.27,2740.37,260.14,1221.75,2740.37,,10200.27,,10200.27,2740.37,468.08,1221.75,2740.37,269.52,1221.75,1221.75,1221.75,1221.75,2740.37,2740.37,2740.37,2740.37,3104.90,10200.27,,10200.27,10200.27
7734,Renting and leasing of water transport equipment,p71,Renting services of machinery and equipment without operator and of personal and household goods (71),2019,tCO2e/M€,94.26,3104.90,2740.37,1221.75,1221.75,,2740.37,10200.27,2740.37,1221.75,2740.37,156.86,616.78,1221.75,,2740.37,,1221.75,2740.37,377.28,10200.27,1047.90,3104.90,10200.27,10200.27,1221.75,1221.75,2740.37,1221.75,1221.75,83.46,1221.75,2740.37,1221.75,10200.27,,1221.75,489.94,2740.37,10200.27,10200.27,10200.27,211.82,10200.27,2740.37,1221.75,10200.27,157.47,1221.75,1221.75,1221.75,10200.27,1221.75,2740.37,370.62,337.20,60.81,10200.27,175.19,1221.75,1221.75,10200.27,1221.75,372.02,3104.90,10200.27,10200.27,178.23,10200.27,391.29,2740.37,1221.75,2740.37,,94.26,10200.27,107.47,1221.75,2740.37,1221.75,,10200.27,178.23,1221.75,10200.27,10200.27,1221.75,10200.27,,1221.75,1221.75,2740.37,10200.27,1221.75,157.47,2740.37,1221.75,263.20,1221.75,402.70,,342.14,3104.90,,83.46,10200.27,3104.90,3104.90,,269.52,,1221.75,3104.90,114.58,10200.27,2740.37,2740.37,2740.37,10200.27,1221.75,2740.37,754.64,3104.90,1221.75,2740.37,2740.37,3104.90,1221.75,211.82,2740.37,10200.27,10200.27,426.96,224.78,535.81,10200.27,10200.27,94.26,,,1221.75,10200.27,2740.37,,10200.27,2740.37,2740.37,157.47,2740.37,1221.75,10200.27,1221.75,402.86,10200.27,2740.37,10200.27,,2740.37,10200.27,10200.27,2740.37,10200.27,2740.37,10200.27,1221.75,360.33,106.65,2740.37,2740.37,2740.37,2740.37,3104.90,1221.75,1221.75,2740.37,2740.37,2740.37,2740.37,497.94,1221.75,2740.37,1221.75,3104.90,356.04,2740.37,1221.75,3104.90,10200.27,234.64,,83.46,10200.27,3104.90,2740.37,10200.27,10200.27,122.05,2740.37,10200.27,685.61,,918.91,10200.27,269.52,10200.27,10200.27,1221.75,10200.27,10200.27,1221.75,1221.75,3104.90,10200.27,1221.75,10200.27,10200.27,10200.27,2740.37,2740.37,2740.37,2740.37,2740.37,10200.27,2740.37,260.14,1221.75,2740.37,,10200.27,,10200.27,2740.37,468.08,1221.75,2740.37,269.52,1221.75,1221.75,1221.75,1221.75,2740.37,2740.37,2740.37,2740.37,3104.90,10200.27,,10200.27,10200.27
7735,Renting and leasing of air transport equipment,p71,Renting services of machinery and equipment without operator and of personal and household goods (71),2019,tCO2e/M€,94.26,3104.90,2740.37,1221.75,1221.75,,2740.37,10200.27,2740.37,1221.75,2740.37,156.86,616.78,1221.75,,2740.37,,1221.75,2740.37,377.28,10200.27,1047.90,3104.90,10200.27,10200.27,1221.75,1221.75,2740.37,1221.75,1221.75,83.46,1221.75,2740.37,1221.75,10200.27,,1221.75,489.94,2740.37,10200.27,10200.27,10200.27,211.82,10200.27,2740.37,1221.75,10200.27,157.47,1221.75,1221.75,1221.75,10200.27,1221.75,2740.37,370.62,337.20,60.81,10200.27,175.19,1221.75,1221.75,10200.27,1221.75,372.02,3104.90,10200.27,10200.27,178.23,10200.27,391.29,2740.37,1221.75,2740.37,,94.26,10200.27,107.47,1221.75,2740.37,1221.75,,10200.27,178.23,1221.75,10200.27,10200.27,1221.75,10200.27,,1221.75,1221.75,2740.37,10200.27,1221.75,157.47,2740.37,1221.75,263.20,1221.75,402.70,,342.14,3104.90,,83.46,10200.27,3104.90,3104.90,,269.52,,1221.75,3104.90,114.58,10200.27,2740.37,2740.37,2740.37,10200.27,1221.75,2740.37,754.64,3104.90,1221.75,2740.37,2740.37,3104.90,1221.75,211.82,2740.37,10200.27,10200.27,426.96,224.78,535.81,10200.27,10200.27,94.26,,,1221.75,10200.27,2740.37,,10200.27,2740.37,2740.37,157.47,2740.37,1221.75,10200.27,1221.75,402.86,10200.27,2740.37,10200.27,,2740.37,10200.27,10200.27,2740.37,10200.27,2740.37,10200.27,1221.75,360.33,106.65,2740.37,2740.37,2740.37,2740.37,3104.90,1221.75,1221.75,2740.37,2740.37,2740.37,2740.37,497.94,1221.75,2740.37,1221.75,3104.90,356.04,2740.37,1221.75,3104.90,10200.27,234.64,,83.46,10200.27,3104.90,2740.37,10200.27,10200.27,122.05,2740.37,10200.27,685.61,,918.91,10200.27,269.52,10200.27,10200.27,1221.75,10200.27,10200.27,1221.75,1221.75,3104.90,10200.27,1221.75,10200.27,10200.27,10200.27,2740.37,2740.37,2740.37,2740.37,2740.37,10200.27,2740.37,260.14,1221.75,2740.37,,10200.27,,10200.27,2740.37,468.08,1221.75,2740.37,269.52,1221.75,1221.75,1221.75,1221.75,2740.37,2740.37,2740.37,2740.37,3104.90,10200.27,,10200.27,10200.27
7739,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.",p71,Renting services of machinery and equipment without operator and of personal and household goods (71),2019,tCO2e/M€,94.26,3104.90,2740.37,1221.75,1221.75,,2740.37,10200.27,2740.37,1221.75,2740.37,156.86,616.78,1221.75,,2740.37,,1221.75,2740.37,377.28,10200.27,1047.90,3104.90,10200.27,10200.27,1221.75,1221.75,2740.37,1221.75,1221.75,83.46,1221.75,2740.37,1221.75,10200.27,,1221.75,489.94,2740.37,10200.27,10200.27,10200.27,211.82,10200.27,2740.37,1221.75,10200.27,157.47,1221.75,1221.75,1221.75,10200.27,1221.75,2740.37,370.62,337.20,60.81,10200.27,175.19,1221.75,1221.75,10200.27,1221.75,372.02,3104.90,10200.27,10200.27,178.23,10200.27,391.29,2740.37,1221.75,2740.37,,94.26,10200.27,107.47,1221.75,2740.37,1221.75,,10200.27,178.23,1221.75,10200.27,10200.27,1221.75,10200.27,,1221.75,1221.75,2740.37,10200.27,1221.75,157.47,2740.37,1221.75,263.20,1221.75,402.70,,342.14,3104.90,,83.46,10200.27,3104.90,3104.90,,269.52,,1221.75,3104.90,114.58,10200.27,2740.37,2740.37,2740.37,10200.27,1221.75,2740.37,754.64,3104.90,1221.75,2740.37,2740.37,3104.90,1221.75,211.82,2740.37,10200.27,10200.27,426.96,224.78,535.81,10200.27,10200.27,94.26,,,1221.75,10200.27,2740.37,,10200.27,2740.37,2740.37,157.47,2740.37,1221.75,10200.27,1221.75,402.86,10200.27,2740.37,10200.27,,2740.37,10200.27,10200.27,2740.37,10200.27,2740.37,10200.27,1221.75,360.33,106.65,2740.37,2740.37,2740.37,2740.37,3104.90,1221.75,1221.75,2740.37,2740.37,2740.37,2740.37,497.94,1221.75,2740.37,1221.75,3104.90,356.04,2740.37,1221.75,3104.90,10200.27,234.64,,83.46,10200.27,3104.90,2740.37,10200.27,10200.27,122.05,2740.37,10200.27,685.61,,918.91,10200.27,269.52,10200.27,10200.27,1221.75,10200.27,10200.27,1221.75,1221.75,3104.90,10200.27,1221.75,10200.27,10200.27,10200.27,2740.37,2740.37,2740.37,2740.37,2740.37,10200.27,2740.37,260.14,1221.75,2740.37,,10200.27,,10200.27,2740.37,468.08,1221.75,2740.37,269.52,1221.75,1221.75,1221.75,1221.75,2740.37,2740.37,2740.37,2740.37,3104.90,10200.27,,10200.27,10200.27
7740,"Leasing of intellectual property and similar products, except copyrighted works",p74,Other business services (74),2019,tCO2e/M€,193.94,238.46,443.61,173.72,173.72,277.48,443.61,522.44,443.61,173.72,443.61,239.35,211.18,173.72,277.48,443.61,277.48,173.72,443.61,286.74,522.44,565.64,238.46,522.44,522.44,173.72,173.72,443.61,173.72,173.72,83.75,173.72,443.61,173.72,522.44,277.48,173.72,472.92,443.61,522.44,522.44,522.44,87.37,522.44,443.61,173.72,522.44,414.54,173.72,173.72,173.72,522.44,173.72,443.61,196.31,456.93,122.53,522.44,291.93,173.72,173.72,522.44,173.72,393.08,238.46,522.44,522.44,135.75,522.44,150.93,443.61,173.72,443.61,277.48,193.94,522.44,109.82,173.72,443.61,173.72,277.48,522.44,135.75,173.72,522.44,522.44,173.72,522.44,514.88,173.72,173.72,443.61,522.44,173.72,414.54,443.61,173.72,410.96,173.72,237.91,144.71,263.64,238.46,277.48,534.11,522.44,238.46,238.46,277.48,257.30,277.48,173.72,238.46,165.18,522.44,443.61,443.61,443.61,522.44,173.72,443.61,333.85,238.46,173.72,443.61,443.61,238.46,173.72,87.37,443.61,522.44,522.44,517.32,358.06,182.88,522.44,522.44,193.94,277.48,277.48,173.72,522.44,443.61,277.48,522.44,443.61,443.61,414.54,443.61,173.72,522.44,173.72,397.87,522.44,443.61,522.44,453.41,443.61,522.44,522.44,443.61,522.44,443.61,522.44,173.72,138.54,98.51,443.61,443.61,443.61,443.61,238.46,173.72,173.72,443.61,443.61,443.61,443.61,364.43,173.72,443.61,173.72,238.46,300.36,443.61,173.72,238.46,522.44,214.35,277.48,597.45,522.44,238.46,443.61,522.44,522.44,139.60,443.61,522.44,326.52,277.48,398.52,522.44,257.30,522.44,522.44,173.72,522.44,522.44,173.72,173.72,238.46,522.44,173.72,522.44,522.44,522.44,443.61,443.61,443.61,443.61,443.61,522.44,443.61,381.47,173.72,443.61,766.34,522.44,277.48,522.44,443.61,91.18,173.72,443.61,257.30,173.72,173.72,173.72,173.72,443.61,443.61,443.61,443.61,238.46,522.44,386.79,522.44,522.44
7810,Activities of employment placement agencies,p74,Other business services (74),2019,tCO2e/M€,193.94,238.46,443.61,173.72,173.72,277.48,443.61,522.44,443.61,173.72,443.61,239.35,211.18,173.72,277.48,443.61,277.48,173.72,443.61,286.74,522.44,565.64,238.46,522.44,522.44,173.72,173.72,443.61,173.72,173.72,83.75,173.72,443.61,173.72,522.44,277.48,173.72,472.92,443.61,522.44,522.44,522.44,87.37,522.44,443.61,173.72,522.44,414.54,173.72,173.72,173.72,522.44,173.72,443.61,196.31,456.93,122.53,522.44,291.93,173.72,173.72,522.44,173.72,393.08,238.46,522.44,522.44,135.75,522.44,150.93,443.61,173.72,443.61,277.48,193.94,522.44,109.82,173.72,443.61,173.72,277.48,522.44,135.75,173.72,522.44,522.44,173.72,522.44,514.88,173.72,173.72,443.61,522.44,173.72,414.54,443.61,173.72,410.96,173.72,237.91,144.71,263.64,238.46,277.48,534.11,522.44,238.46,238.46,277.48,257.30,277.48,173.72,238.46,165.18,522.44,443.61,443.61,443.61,522.44,173.72,443.61,333.85,238.46,173.72,443.61,443.61,238.46,173.72,87.37,443.61,522.44,522.44,517.32,358.06,182.88,522.44,522.44,193.94,277.48,277.48,173.72,522.44,443.61,277.48,522.44,443.61,443.61,414.54,443.61,173.72,522.44,173.72,397.87,522.44,443.61,522.44,453.41,443.61,522.44,522.44,443.61,522.44,443.61,522.44,173.72,138.54,98.51,443.61,443.61,443.61,443.61,238.46,173.72,173.72,443.61,443.61,443.61,443.61,364.43,173.72,443.61,173.72,238.46,300.36,443.61,173.72,238.46,522.44,214.35,277.48,597.45,522.44,238.46,443.61,522.44,522.44,139.60,443.61,522.44,326.52,277.48,398.52,522.44,257.30,522.44,522.44,173.72,522.44,522.44,173.72,173.72,238.46,522.44,173.72,522.44,522.44,522.44,443.61,443.61,443.61,443.61,443.61,522.44,443.61,381.47,173.72,443.61,766.34,522.44,277.48,522.44,443.61,91.18,173.72,443.61,257.30,173.72,173.72,173.72,173.72,443.61,443.61,443.61,443.61,238.46,522.44,386.79,522.44,522.44
7820,Temporary employment agency activities,p74,Other business services (74),2019,tCO2e/M€,193.94,238.46,443.61,173.72,173.72,277.48,443.61,522.44,443.61,173.72,443.61,239.35,211.18,173.72,277.48,443.61,277.48,173.72,443.61,286.74,522.44,565.64,238.46,522.44,522.44,173.72,173.72,443.61,173.72,173.72,83.75,173.72,443.61,173.72,522.44,277.48,173.72,472.92,443.61,522.44,522.44,522.44,87.37,522.44,443.61,173.72,522.44,414.54,173.72,173.72,173.72,522.44,173.72,443.61,196.31,456.93,122.53,522.44,291.93,173.72,173.72,522.44,173.72,393.08,238.46,522.44,522.44,135.75,522.44,150.93,443.61,173.72,443.61,277.48,193.94,522.44,109.82,173.72,443.61,173.72,277.48,522.44,135.75,173.72,522.44,522.44,173.72,522.44,514.88,173.72,173.72,443.61,522.44,173.72,414.54,443.61,173.72,410.96,173.72,237.91,144.71,263.64,238.46,277.48,534.11,522.44,238.46,238.46,277.48,257.30,277.48,173.72,238.46,165.18,522.44,443.61,443.61,443.61,522.44,173.72,443.61,333.85,238.46,173.72,443.61,443.61,238.46,173.72,87.37,443.61,522.44,522.44,517.32,358.06,182.88,522.44,522.44,193.94,277.48,277.48,173.72,522.44,443.61,277.48,522.44,443.61,443.61,414.54,443.61,173.72,522.44,173.72,397.87,522.44,443.61,522.44,453.41,443.61,522.44,522.44,443.61,522.44,443.61,522.44,173.72,138.54,98.51,443.61,443.61,443.61,443.61,238.46,173.72,173.72,443.61,443.61,443.61,443.61,364.43,173.72,443.61,173.72,238.46,300.36,443.61,173.72,238.46,522.44,214.35,277.48,597.45,522.44,238.46,443.61,522.44,522.44,139.60,443.61,522.44,326.52,277.48,398.52,522.44,257.30,522.44,522.44,173.72,522.44,522.44,173.72,173.72,238.46,522.44,173.72,522.44,522.44,522.44,443.61,443.61,443.61,443.61,443.61,522.44,443.61,381.47,173.72,443.61,766.34,522.44,277.48,522.44,443.61,91.18,173.72,443.61,257.30,173.72,173.72,173.72,173.72,443.61,443.61,443.61,443.61,238.46,522.44,386.79,522.44,522.44
